,case,event,startTime,completeTime,creator,variant,variant-index,org:resource,role,Activity
20329,Case4364,Resolve ticket,2012/03/21 14:22:19.000,2012/03/21 14:22:19.000,Fluxicon Disco,Variant 1,1,Value 12,Value 12,Resolve ticket
20330,Case4364,Closed,2012/04/21 06:10:18.000,2012/04/21 06:10:18.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20331,Case4365,Assign seriousness,2012/09/03 15:17:42.000,2012/09/03 15:17:42.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Assign seriousness
20332,Case4365,Take in charge ticket,2012/09/10 09:36:32.000,2012/09/10 09:36:32.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Take in charge ticket
20333,Case4365,Wait,2012/09/10 09:50:47.000,2012/09/10 09:50:47.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Wait
20334,Case4365,Resolve ticket,2012/10/12 08:19:53.000,2012/10/12 08:19:53.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Resolve ticket
20335,Case4365,Closed,2012/10/27 08:20:02.000,2012/10/27 08:20:02.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
20336,Case4366,Assign seriousness,2010/11/11 08:07:43.000,2010/11/11 08:07:43.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
20337,Case4366,Take in charge ticket,2010/11/11 08:09:06.000,2010/11/11 08:09:06.000,Fluxicon Disco,Variant 1,1,Value 11,Value 11,Take in charge ticket
20338,Case4366,Resolve ticket,2010/11/11 08:11:07.000,2010/11/11 08:11:07.000,Fluxicon Disco,Variant 1,1,Value 11,Value 11,Resolve ticket
20339,Case4366,Closed,2010/12/16 08:10:53.000,2010/12/16 08:10:53.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20340,Case4367,Take in charge ticket,2011/12/05 10:18:17.000,2011/12/05 10:18:17.000,Fluxicon Disco,Variant 11,11,Value 1,Value 1,Take in charge ticket
20341,Case4367,Resolve ticket,2011/12/05 13:34:51.000,2011/12/05 13:34:51.000,Fluxicon Disco,Variant 11,11,Value 9,Value 9,Resolve ticket
20342,Case4367,Closed,2012/01/05 10:20:31.000,2012/01/05 10:20:31.000,Fluxicon Disco,Variant 11,11,Value 5,Value 5,Closed
20343,Case4368,Assign seriousness,2011/09/21 13:51:23.000,2011/09/21 13:51:23.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20344,Case4368,Take in charge ticket,2011/09/27 07:46:32.000,2011/09/27 07:46:32.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Take in charge ticket
20345,Case4368,Resolve ticket,2011/09/27 07:52:36.000,2011/09/27 07:52:36.000,Fluxicon Disco,Variant 1,1,Value 9,Value 9,Resolve ticket
20346,Case4368,Closed,2011/10/22 14:00:23.000,2011/10/22 14:00:23.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20347,Case4369,Assign seriousness,2012/10/17 13:30:15.000,2012/10/17 13:30:15.000,Fluxicon Disco,Variant 2,2,Value 1,Value 1,Assign seriousness
20348,Case4369,Take in charge ticket,2012/10/22 06:53:35.000,2012/10/22 06:53:35.000,Fluxicon Disco,Variant 2,2,Value 2,Value 2,Take in charge ticket
20349,Case4369,Wait,2012/10/22 12:17:05.000,2012/10/22 12:17:05.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Wait
20350,Case4369,Resolve ticket,2012/11/09 15:09:00.000,2012/11/09 15:09:00.000,Fluxicon Disco,Variant 2,2,Value 4,Value 4,Resolve ticket
20351,Case4369,Closed,2012/11/24 15:09:15.000,2012/11/24 15:09:15.000,Fluxicon Disco,Variant 2,2,Value 3,Value 3,Closed
20352,Case4370,Insert ticket,2013/01/04 08:55:16.000,2013/01/04 08:55:16.000,Fluxicon Disco,Variant 65,65,Value 1,Value 1,Insert ticket
20353,Case4370,Wait,2013/02/05 15:21:53.000,2013/02/05 15:21:53.000,Fluxicon Disco,Variant 65,65,Value 2,Value 2,Wait
20354,Case4370,Wait,2013/02/07 14:15:03.000,2013/02/07 14:15:03.000,Fluxicon Disco,Variant 65,65,Value 2,Value 2,Wait
20355,Case4371,Assign seriousness,2012/08/03 06:59:29.000,2012/08/03 06:59:29.000,Fluxicon Disco,Variant 8,8,Value 4,Value 4,Assign seriousness
20356,Case4371,Resolve ticket,2012/08/03 07:00:00.000,2012/08/03 07:00:00.000,Fluxicon Disco,Variant 8,8,Value 4,Value 4,Resolve ticket
20357,Case4371,Resolve ticket,2012/08/03 07:00:01.000,2012/08/03 07:00:01.000,Fluxicon Disco,Variant 8,8,Value 4,Value 4,Resolve ticket
20358,Case4371,Closed,2012/09/09 07:00:32.000,2012/09/09 07:00:32.000,Fluxicon Disco,Variant 8,8,Value 5,Value 5,Closed
20359,Case4372,Assign seriousness,2012/03/07 09:56:15.000,2012/03/07 09:56:15.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Assign seriousness
20360,Case4372,Resolve ticket,2012/03/07 10:07:03.000,2012/03/07 10:07:03.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Resolve ticket
20361,Case4372,Closed,2012/04/07 09:02:08.000,2012/04/07 09:02:08.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
20362,Case4373,Assign seriousness,2012/05/18 11:25:33.000,2012/05/18 11:25:33.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20363,Case4373,Take in charge ticket,2012/05/18 13:28:25.000,2012/05/18 13:28:25.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
20364,Case4373,Resolve ticket,2012/05/23 07:41:39.000,2012/05/23 07:41:39.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20365,Case4373,Closed,2012/06/20 11:30:26.000,2012/06/20 11:30:26.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20366,Case4374,Assign seriousness,2010/07/21 12:18:13.000,2010/07/21 12:18:13.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
20367,Case4374,Take in charge ticket,2010/07/22 06:59:01.000,2010/07/22 06:59:01.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20368,Case4374,Resolve ticket,2010/07/22 07:00:32.000,2010/07/22 07:00:32.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20369,Case4374,Closed,2010/09/05 12:20:48.000,2010/09/05 12:20:48.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20370,Case4375,Insert ticket,2010/05/06 14:48:29.000,2010/05/06 14:48:29.000,Fluxicon Disco,Variant 62,62,Value 12,Value 12,Insert ticket
20371,Case4375,Assign seriousness,2010/05/10 13:22:20.000,2010/05/10 13:22:20.000,Fluxicon Disco,Variant 62,62,Value 2,Value 2,Assign seriousness
20372,Case4375,Take in charge ticket,2010/05/10 15:10:24.000,2010/05/10 15:10:24.000,Fluxicon Disco,Variant 62,62,Value 2,Value 2,Take in charge ticket
20373,Case4375,Resolve ticket,2010/05/10 15:10:39.000,2010/05/10 15:10:39.000,Fluxicon Disco,Variant 62,62,Value 2,Value 2,Resolve ticket
20374,Case4375,Take in charge ticket,2010/05/11 11:21:26.000,2010/05/11 11:21:26.000,Fluxicon Disco,Variant 62,62,Value 2,Value 2,Take in charge ticket
20375,Case4375,Wait,2010/05/12 08:53:54.000,2010/05/12 08:53:54.000,Fluxicon Disco,Variant 62,62,Value 2,Value 2,Wait
20376,Case4375,Take in charge ticket,2010/06/16 07:44:01.000,2010/06/16 07:44:01.000,Fluxicon Disco,Variant 62,62,Value 2,Value 2,Take in charge ticket
20377,Case4375,Resolve ticket,2010/06/16 07:44:07.000,2010/06/16 07:44:07.000,Fluxicon Disco,Variant 62,62,Value 2,Value 2,Resolve ticket
20378,Case4375,Closed,2010/07/01 07:44:20.000,2010/07/01 07:44:20.000,Fluxicon Disco,Variant 62,62,Value 5,Value 5,Closed
20379,Case4376,Assign seriousness,2010/05/04 06:34:47.000,2010/05/04 06:34:47.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
20380,Case4376,Take in charge ticket,2010/05/17 13:25:22.000,2010/05/17 13:25:22.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20381,Case4376,Resolve ticket,2010/05/21 07:14:42.000,2010/05/21 07:14:42.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20382,Case4376,Closed,2010/06/05 07:14:56.000,2010/06/05 07:14:56.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20383,Case4377,Assign seriousness,2011/10/11 12:11:31.000,2011/10/11 12:11:31.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20384,Case4377,Take in charge ticket,2011/10/11 14:58:24.000,2011/10/11 14:58:24.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
20385,Case4377,Resolve ticket,2011/10/13 11:50:43.000,2011/10/13 11:50:43.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
20386,Case4377,Closed,2011/11/11 13:20:58.000,2011/11/11 13:20:58.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20387,Case4378,Assign seriousness,2010/02/04 07:20:45.000,2010/02/04 07:20:45.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Assign seriousness
20388,Case4378,Assign seriousness,2010/02/04 07:21:00.000,2010/02/04 07:21:00.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Assign seriousness
20389,Case4378,Take in charge ticket,2010/02/16 09:20:28.000,2010/02/16 09:20:28.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Take in charge ticket
20390,Case4378,Wait,2010/02/16 09:20:37.000,2010/02/16 09:20:37.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Wait
20391,Case4378,Take in charge ticket,2010/02/17 07:45:28.000,2010/02/17 07:45:28.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Take in charge ticket
20392,Case4378,Resolve ticket,2010/02/17 10:34:58.000,2010/02/17 10:34:58.000,Fluxicon Disco,Variant 13,13,Value 2,Value 2,Resolve ticket
20393,Case4378,Closed,2010/04/03 09:35:20.000,2010/04/03 09:35:20.000,Fluxicon Disco,Variant 13,13,Value 5,Value 5,Closed
20394,Case4379,Assign seriousness,2012/05/10 12:11:09.000,2012/05/10 12:11:09.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20395,Case4379,Take in charge ticket,2012/05/10 12:16:47.000,2012/05/10 12:16:47.000,Fluxicon Disco,Variant 1,1,Value 17,Value 17,Take in charge ticket
20396,Case4379,Resolve ticket,2012/05/14 10:21:05.000,2012/05/14 10:21:05.000,Fluxicon Disco,Variant 1,1,Value 17,Value 17,Resolve ticket
20397,Case4379,Closed,2012/06/23 12:20:36.000,2012/06/23 12:20:36.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20398,Case4380,Assign seriousness,2011/04/11 09:09:37.000,2011/04/11 09:09:37.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
20399,Case4380,Take in charge ticket,2011/04/11 09:12:44.000,2011/04/11 09:12:44.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
20400,Case4380,Resolve ticket,2011/05/16 11:43:01.000,2011/05/16 11:43:01.000,Fluxicon Disco,Variant 1,1,Value 15,Value 15,Resolve ticket
20401,Case4380,Closed,2011/05/31 11:43:18.000,2011/05/31 11:43:18.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20402,Case4381,Assign seriousness,2011/05/04 11:27:32.000,2011/05/04 11:27:32.000,Fluxicon Disco,Variant 222,222,Value 8,Value 8,Assign seriousness
20403,Case4381,Take in charge ticket,2011/05/04 11:28:11.000,2011/05/04 11:28:11.000,Fluxicon Disco,Variant 222,222,Value 8,Value 8,Take in charge ticket
20404,Case4381,Wait,2011/05/04 11:49:06.000,2011/05/04 11:49:06.000,Fluxicon Disco,Variant 222,222,Value 7,Value 7,Wait
20405,Case4381,Take in charge ticket,2011/05/04 11:54:54.000,2011/05/04 11:54:54.000,Fluxicon Disco,Variant 222,222,Value 7,Value 7,Take in charge ticket
20406,Case4381,Wait,2011/05/04 11:55:13.000,2011/05/04 11:55:13.000,Fluxicon Disco,Variant 222,222,Value 7,Value 7,Wait
20407,Case4381,Take in charge ticket,2011/05/05 08:28:54.000,2011/05/05 08:28:54.000,Fluxicon Disco,Variant 222,222,Value 13,Value 13,Take in charge ticket
20408,Case4381,Resolve ticket,2011/05/05 08:29:03.000,2011/05/05 08:29:03.000,Fluxicon Disco,Variant 222,222,Value 13,Value 13,Resolve ticket
20409,Case4381,Take in charge ticket,2011/05/20 07:17:37.000,2011/05/20 07:17:37.000,Fluxicon Disco,Variant 222,222,Value 9,Value 9,Take in charge ticket
20410,Case4381,Wait,2011/05/20 08:32:06.000,2011/05/20 08:32:06.000,Fluxicon Disco,Variant 222,222,Value 9,Value 9,Wait
20411,Case4381,Take in charge ticket,2011/06/07 14:47:10.000,2011/06/07 14:47:10.000,Fluxicon Disco,Variant 222,222,Value 9,Value 9,Take in charge ticket
20412,Case4381,Resolve ticket,2011/06/07 14:47:21.000,2011/06/07 14:47:21.000,Fluxicon Disco,Variant 222,222,Value 9,Value 9,Resolve ticket
20413,Case4381,Closed,2011/06/30 09:51:13.000,2011/06/30 09:51:13.000,Fluxicon Disco,Variant 222,222,Value 5,Value 5,Closed
20414,Case4382,Assign seriousness,2011/02/16 09:19:31.000,2011/02/16 09:19:31.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Assign seriousness
20415,Case4382,Take in charge ticket,2011/02/21 06:59:20.000,2011/02/21 06:59:20.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20416,Case4382,Resolve ticket,2011/03/01 15:19:24.000,2011/03/01 15:19:24.000,Fluxicon Disco,Variant 1,1,Value 8,Value 8,Resolve ticket
20417,Case4382,Closed,2011/04/03 08:22:00.000,2011/04/03 08:22:00.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20418,Case4383,Assign seriousness,2013/06/18 11:18:19.000,2013/06/18 11:18:19.000,Fluxicon Disco,Variant 1,1,Value 14,Value 14,Assign seriousness
20419,Case4383,Take in charge ticket,2013/07/29 06:57:56.000,2013/07/29 06:57:56.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20420,Case4383,Resolve ticket,2013/08/01 14:29:16.000,2013/08/01 14:29:16.000,Fluxicon Disco,Variant 1,1,Value 12,Value 12,Resolve ticket
20421,Case4383,Closed,2013/08/16 14:29:33.000,2013/08/16 14:29:33.000,Fluxicon Disco,Variant 1,1,Value 3,Value 3,Closed
20422,Case4384,Assign seriousness,2010/08/06 06:48:37.000,2010/08/06 06:48:37.000,Fluxicon Disco,Variant 20,20,Value 9,Value 9,Assign seriousness
20423,Case4384,Take in charge ticket,2010/08/06 08:53:24.000,2010/08/06 08:53:24.000,Fluxicon Disco,Variant 20,20,Value 12,Value 12,Take in charge ticket
20424,Case4384,Resolve ticket,2010/08/06 08:53:33.000,2010/08/06 08:53:33.000,Fluxicon Disco,Variant 20,20,Value 12,Value 12,Resolve ticket
20425,Case4384,Take in charge ticket,2010/08/06 08:53:56.000,2010/08/06 08:53:56.000,Fluxicon Disco,Variant 20,20,Value 12,Value 12,Take in charge ticket
20426,Case4384,Wait,2010/08/06 08:54:03.000,2010/08/06 08:54:03.000,Fluxicon Disco,Variant 20,20,Value 12,Value 12,Wait
20427,Case4384,Take in charge ticket,2010/08/10 07:52:58.000,2010/08/10 07:52:58.000,Fluxicon Disco,Variant 20,20,Value 12,Value 12,Take in charge ticket
20428,Case4384,Resolve ticket,2010/08/10 07:53:25.000,2010/08/10 07:53:25.000,Fluxicon Disco,Variant 20,20,Value 12,Value 12,Resolve ticket
20429,Case4384,Closed,2010/09/18 06:50:37.000,2010/09/18 06:50:37.000,Fluxicon Disco,Variant 20,20,Value 5,Value 5,Closed
20430,Case4385,Assign seriousness,2013/02/11 13:16:15.000,2013/02/11 13:16:15.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
20431,Case4385,Assign seriousness,2013/02/11 13:16:34.000,2013/02/11 13:16:34.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
20432,Case4385,Take in charge ticket,2013/02/21 07:01:14.000,2013/02/21 07:01:14.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Take in charge ticket
20433,Case4385,Resolve ticket,2013/03/06 12:25:08.000,2013/03/06 12:25:08.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Resolve ticket
20434,Case4385,Closed,2013/03/21 12:25:23.000,2013/03/21 12:25:23.000,Fluxicon Disco,Variant 4,4,Value 3,Value 3,Closed
20435,Case4386,Assign seriousness,2012/04/19 08:16:11.000,2012/04/19 08:16:11.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Assign seriousness
20436,Case4386,Take in charge ticket,2012/04/19 08:16:39.000,2012/04/19 08:16:39.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Take in charge ticket
20437,Case4386,Resolve ticket,2012/04/19 08:42:45.000,2012/04/19 08:42:45.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Resolve ticket
20438,Case4386,Resolve ticket,2012/04/19 08:42:46.000,2012/04/19 08:42:46.000,Fluxicon Disco,Variant 6,6,Value 1,Value 1,Resolve ticket
20439,Case4386,Closed,2012/05/24 08:20:40.000,2012/05/24 08:20:40.000,Fluxicon Disco,Variant 6,6,Value 5,Value 5,Closed
20440,Case4387,Assign seriousness,2010/06/04 13:09:37.000,2010/06/04 13:09:37.000,Fluxicon Disco,Variant 48,48,Value 2,Value 2,Assign seriousness
20441,Case4387,Assign seriousness,2010/06/04 13:10:17.000,2010/06/04 13:10:17.000,Fluxicon Disco,Variant 48,48,Value 2,Value 2,Assign seriousness
20442,Case4387,Assign seriousness,2010/06/17 13:00:15.000,2010/06/17 13:00:15.000,Fluxicon Disco,Variant 48,48,Value 2,Value 2,Assign seriousness
20443,Case4387,Take in charge ticket,2010/06/17 13:00:22.000,2010/06/17 13:00:22.000,Fluxicon Disco,Variant 48,48,Value 2,Value 2,Take in charge ticket
20444,Case4387,Wait,2010/06/17 13:08:38.000,2010/06/17 13:08:38.000,Fluxicon Disco,Variant 48,48,Value 2,Value 2,Wait
20445,Case4387,Take in charge ticket,2010/06/22 12:32:55.000,2010/06/22 12:32:55.000,Fluxicon Disco,Variant 48,48,Value 2,Value 2,Take in charge ticket
20446,Case4387,Resolve ticket,2010/06/22 12:40:05.000,2010/06/22 12:40:05.000,Fluxicon Disco,Variant 48,48,Value 2,Value 2,Resolve ticket
20447,Case4387,Closed,2010/07/07 12:40:15.000,2010/07/07 12:40:15.000,Fluxicon Disco,Variant 48,48,Value 5,Value 5,Closed
20448,Case4388,Assign seriousness,2011/12/12 14:52:55.000,2011/12/12 14:52:55.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Assign seriousness
20449,Case4388,Resolve ticket,2011/12/12 14:55:41.000,2011/12/12 14:55:41.000,Fluxicon Disco,Variant 5,5,Value 1,Value 1,Resolve ticket
20450,Case4388,Closed,2012/02/09 15:00:27.000,2012/02/09 15:00:27.000,Fluxicon Disco,Variant 5,5,Value 5,Value 5,Closed
20451,Case4389,Assign seriousness,2013/02/12 07:00:38.000,2013/02/12 07:00:38.000,Fluxicon Disco,Variant 10,10,Value 1,Value 1,Assign seriousness
20452,Case4389,Take in charge ticket,2013/02/27 14:09:14.000,2013/02/27 14:09:14.000,Fluxicon Disco,Variant 10,10,Value 1,Value 1,Take in charge ticket
20453,Case4389,Require upgrade,2013/02/27 15:13:50.000,2013/02/27 15:13:50.000,Fluxicon Disco,Variant 10,10,Value 2,Value 2,Require upgrade
20454,Case4389,Resolve ticket,2013/02/28 14:15:39.000,2013/02/28 14:15:39.000,Fluxicon Disco,Variant 10,10,Value 1,Value 1,Resolve ticket
20455,Case4389,Closed,2013/03/15 14:15:52.000,2013/03/15 14:15:52.000,Fluxicon Disco,Variant 10,10,Value 3,Value 3,Closed
20456,Case4390,Assign seriousness,2012/03/06 10:21:35.000,2012/03/06 10:21:35.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Assign seriousness
20457,Case4390,Take in charge ticket,2012/03/06 10:46:41.000,2012/03/06 10:46:41.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Take in charge ticket
20458,Case4390,Resolve ticket,2012/03/06 12:39:02.000,2012/03/06 12:39:02.000,Fluxicon Disco,Variant 1,1,Value 1,Value 1,Resolve ticket
20459,Case4390,Closed,2012/04/28 09:30:31.000,2012/04/28 09:30:31.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20460,Case4391,Assign seriousness,2011/03/09 07:23:24.000,2011/03/09 07:23:24.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
20461,Case4391,Take in charge ticket,2011/03/09 07:24:17.000,2011/03/09 07:24:17.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
20462,Case4391,Resolve ticket,2011/03/09 07:25:38.000,2011/03/09 07:25:38.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
20463,Case4391,Closed,2011/04/28 06:30:33.000,2011/04/28 06:30:33.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20464,Case4392,Assign seriousness,2010/02/19 15:10:34.000,2010/02/19 15:10:34.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
20465,Case4392,Assign seriousness,2010/02/19 15:11:03.000,2010/02/19 15:11:03.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Assign seriousness
20466,Case4392,Take in charge ticket,2010/02/19 15:11:11.000,2010/02/19 15:11:11.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Take in charge ticket
20467,Case4392,Resolve ticket,2010/02/22 07:49:09.000,2010/02/22 07:49:09.000,Fluxicon Disco,Variant 4,4,Value 2,Value 2,Resolve ticket
20468,Case4392,Closed,2010/03/24 15:20:18.000,2010/03/24 15:20:18.000,Fluxicon Disco,Variant 4,4,Value 5,Value 5,Closed
20469,Case4393,Assign seriousness,2010/12/09 15:44:19.000,2010/12/09 15:44:19.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Assign seriousness
20470,Case4393,Take in charge ticket,2010/12/09 15:45:48.000,2010/12/09 15:45:48.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Take in charge ticket
20471,Case4393,Resolve ticket,2011/01/18 10:44:03.000,2011/01/18 10:44:03.000,Fluxicon Disco,Variant 1,1,Value 2,Value 2,Resolve ticket
20472,Case4393,Closed,2011/02/02 10:44:21.000,2011/02/02 10:44:21.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20473,Case4394,Assign seriousness,2012/08/07 11:54:13.000,2012/08/07 11:54:13.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Assign seriousness
20474,Case4394,Take in charge ticket,2012/08/07 11:54:21.000,2012/08/07 11:54:21.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Take in charge ticket
20475,Case4394,Resolve ticket,2012/08/13 11:39:32.000,2012/08/13 11:39:32.000,Fluxicon Disco,Variant 1,1,Value 13,Value 13,Resolve ticket
20476,Case4394,Closed,2012/09/12 12:00:35.000,2012/09/12 12:00:35.000,Fluxicon Disco,Variant 1,1,Value 5,Value 5,Closed
20477,Case4395,Assign seriousness,2012/05/24 07:29:43.000,2012/05/24 07:29:43.000,Fluxicon Disco,Variant 15,15,Value 1,Value 1,Assign seriousness
20478,Case4395,Take in charge ticket,2012/05/24 07:29:52.000,2012/05/24 07:29:52.000,Fluxicon Disco,Variant 15,15,Value 1,Value 1,Take in charge ticket
20479,Case4395,Wait,2012/05/24 08:25:04.000,2012/05/24 08:25:04.000,Fluxicon Disco,Variant 15,15,Value 1,Value 1,Wait
